make,model,variant,year,age,engine_cc,transmission,fuel_type,mileage_km,registered_city,bonnet,roof,trunk,front_left_door,front_right_door,rear_left_door,rear_right_door,front_left_fender,front_right_fender,rear_left_fender,rear_right_fender,pieces_paint_no_putty,pieces_with_putty,pieces_replaced,total_pieces_damaged,seals_intact,accidental,is_total_genuine,price_in_lacs,price_pkr
Toyota,Corolla,Altis Grande 1.8,2015,9,1800,Automatic,Petrol,128580,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,putty,genuine,genuine,2,1,0,3,1,0,0,44.2,4420000
Suzuki,Cultus,VXL,2018,6,1000,Manual,Petrol,70204,Unregistered,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,26.65,2665000
Nissan,Dayz,Highway Star,2017,7,660,Automatic,Petrol,84116,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,19.8,1980000
Honda,City,i-DSI 1.3,2005,19,1300,Manual,Petrol,275554,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.0,800000
Honda,City,1.5 Aspire CVT (New Shape),2024,0,1500,Automatic,Petrol,2080,Lahore,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,53.75,5375000
Changan,Alsvin,1.5 Lumiere DCT,2021,3,1500,Automatic,Petrol,33879,Rawalpindi,genuine,genuine,genuine,genuine,putty,putty,genuine,putty,genuine,genuine,genuine,0,3,0,3,1,0,0,33.1,3310000
Honda,Civic,1.8 i-VTEC Oriel (X),2020,4,1800,Automatic,Petrol,47800,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,47.4,4740000
Hyundai,Tucson,AWD,2021,3,2000,Automatic,Petrol,36664,Rawalpindi,replaced,putty,touchup_no_putty,putty,putty,putty,putty,genuine,replaced,putty,putty,1,7,2,10,0,1,0,23.3,2330000
Toyota,Corolla,GLi 1.3 Automatic,2019,5,1300,Automatic,Petrol,73738,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,30.6,3060000
Honda,Civic,Reborn 1.8 Prosmatec,2009,15,1800,Automatic,Petrol,174846,Lahore,putty,genuine,touchup_no_putty,putty,replaced,putty,replaced,putty,putty,replaced,putty,1,6,3,10,1,0,0,8.0,800000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2022,2,1500,Automatic,Petrol,33307,Islamabad,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,replaced,genuine,putty,replaced,touchup_no_putty,replaced,3,1,3,7,1,0,0,59.4,5940000
Honda,Civic,1.8 i-VTEC Oriel (X),2019,5,1800,Automatic,Petrol,50793,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,41.7,4170000
Honda,City,1.5 Aspire CVT (New Shape),2024,0,1500,Automatic,Petrol,7441,Lahore,putty,genuine,putty,putty,putty,putty,putty,putty,putty,putty,touchup_no_putty,1,9,0,10,1,0,0,31.6,3160000
Toyota,Aqua,Hybrid S,2016,8,1500,Automatic,Hybrid,98981,Islamabad,genuine,genuine,genuine,putty,genuine,genuine,putty,touchup_no_putty,genuine,genuine,genuine,1,2,0,3,1,0,0,21.65,2165000
Daihatsu,Mira,ES,2015,9,660,Automatic,Petrol,133255,Lahore,putty,genuine,touchup_no_putty,putty,putty,replaced,putty,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,4,4,1,9,1,0,0,12.1,1210000
KIA,Sportage,FWD,2022,2,2000,Automatic,Petrol,34993,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,62.8,6280000
Toyota,Corolla,GLi 1.3 Automatic,2014,10,1300,Automatic,Petrol,163778,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,23.65,2365000
Honda,Civic,Rebirth 1.8 VTi Oriel,2014,10,1800,Automatic,Petrol,92727,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,20.4,2040000
Toyota,Prius,1.8 S,2012,12,1800,Automatic,Hybrid,172357,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.9,2590000
Toyota,Prius,1.8 S,2014,10,1800,Automatic,Hybrid,114918,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,31.05,3105000
KIA,Picanto,Automatic,2022,2,1000,Automatic,Petrol,22820,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,30.45,3045000
Daihatsu,Cuore,CX Eco,2005,19,800,Manual,Petrol,272629,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,4.65,465000
Honda,Vezel,Hybrid Z,2018,6,1500,Automatic,Hybrid,53442,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,34.6,3460000
Honda,Civic,Reborn 1.8 Prosmatec,2010,14,1800,Automatic,Petrol,163780,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,12.05,1205000
Suzuki,Cultus,VXL,2020,4,1000,Manual,Petrol,45333,Sialkot,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,31.05,3105000
Suzuki,Alto,VXL AGS,2024,0,660,Automatic,Petrol,1144,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,29.5,2950000
Toyota,Aqua,Hybrid S,2015,9,1500,Automatic,Hybrid,120085,Islamabad,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,22.7,2270000
Daihatsu,Cuore,CX Eco,2009,15,800,Manual,Petrol,152847,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,5.9,590000
Toyota,Yaris,ATIV 1.3 CVT,2024,0,1300,Automatic,Petrol,3719,Islamabad,putty,genuine,touchup_no_putty,genuine,touchup_no_putty,putty,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,5,4,0,9,1,0,0,33.95,3395000
Honda,City,i-DSI 1.3,2007,17,1300,Manual,Petrol,300458,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,8.0,800000
Honda,Civic,1.8 i-VTEC Oriel (X),2019,5,1800,Automatic,Petrol,79777,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,44.75,4475000
Toyota,Prado,TX 2.7,2016,8,2700,Automatic,Petrol,124352,Lahore,touchup_no_putty,genuine,touchup_no_putty,putty,touchup_no_putty,putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,5,5,0,10,1,0,0,114.75,11475000
Toyota,Corolla,Altis Grande 1.8,2016,8,1800,Automatic,Petrol,106125,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,48.75,4875000
Toyota,Prado,TX 2.7,2012,12,2700,Automatic,Petrol,123588,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,154.3,15430000
Suzuki,Mehran,VXR,2006,18,800,Manual,Petrol,245320,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,putty,genuine,2,1,0,3,1,0,0,4.15,415000
KIA,Sportage,FWD,2022,2,2000,Automatic,Petrol,10134,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,66.5,6650000
Toyota,Aqua,Hybrid S,2015,9,1500,Automatic,Hybrid,129387,Islamabad,genuine,genuine,putty,genuine,genuine,genuine,genuine,putty,genuine,genuine,touchup_no_putty,1,2,0,3,1,0,0,21.6,2160000
Suzuki,Bolan,VX Euro II,2021,3,800,Manual,Petrol,39018,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,13.35,1335000
Changan,Alsvin,1.5 Lumiere DCT,2024,0,1500,Automatic,Petrol,7628,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,42.15,4215000
Suzuki,Swift (Old),DLX 1.3,2013,11,1300,Manual,Petrol,164081,Islamabad,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,13.5,1350000
Honda,City,i-DSI 1.3,2005,19,1300,Manual,Petrol,284145,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.0,800000
Toyota,Vitz,F 1.0,2013,11,1000,Automatic,Petrol,145795,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,17.55,1755000
Honda,City,Aspire 1.5 Prosmatec,2016,8,1500,Automatic,Petrol,135536,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,22.45,2245000
Honda,Vezel,Hybrid Z,2017,7,1500,Automatic,Hybrid,70230,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,34.85,3485000
Honda,Civic,1.8 i-VTEC Oriel (X),2016,8,1800,Automatic,Petrol,106672,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,35.1,3510000
Suzuki,Swift (Old),DLX 1.3,2020,4,1300,Manual,Petrol,62137,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,20.55,2055000
Toyota,Corolla,GLi 1.3,2020,4,1300,Manual,Petrol,50674,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,26.6,2660000
Daihatsu,Mira,ES,2013,11,660,Automatic,Petrol,138388,Rawalpindi,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,genuine,touchup_no_putty,replaced,putty,touchup_no_putty,6,2,1,9,1,0,0,12.3,1230000
Honda,BR-V,i-VTEC S,2024,0,1500,Automatic,Petrol,5399,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,2,0,0,2,1,0,0,47.7,4770000
Toyota,Corolla,Altis Grande 1.8,2020,4,1800,Automatic,Petrol,51529,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,59.45,5945000
Toyota,Corolla,GLi 1.3,2012,12,1300,Manual,Petrol,187701,Gujranwala,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,19.75,1975000
Toyota,Vitz,F 1.0,2017,7,1000,Automatic,Petrol,91802,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,21.0,2100000
Suzuki,Wagon R,VXL,2022,2,1000,Manual,Petrol,39398,Faisalabad,replaced,genuine,putty,putty,putty,putty,putty,putty,genuine,putty,putty,0,8,1,9,1,0,0,16.1,1610000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2023,1,1500,Automatic,Petrol,22557,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,82.85,8285000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2018,6,2800,Automatic,Diesel,83387,Karachi,putty,genuine,putty,replaced,putty,putty,genuine,genuine,touchup_no_putty,touchup_no_putty,replaced,2,4,2,8,1,0,0,88.0,8800000
Suzuki,Every,PA / Join,2015,9,660,Automatic,Petrol,109243,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,15.2,1520000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2022,2,2800,Automatic,Diesel,29622,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,183.55,18355000
Suzuki,Cultus,Auto Gear Shift,2021,3,1000,Automatic,Petrol,34805,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,34.55,3455000
Suzuki,Cultus,Auto Gear Shift,2020,4,1000,Automatic,Petrol,28004,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,32.85,3285000
MG,HS,Exclusive 1.5 Turbo,2024,0,1500,Automatic,Petrol,2612,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,75.75,7575000
Suzuki,Swift (Old),DLX 1.3,2020,4,1300,Manual,Petrol,60438,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,19.05,1905000
Changan,Karvaan,Plus,2022,2,1000,Manual,Petrol,38982,Islamabad,touchup_no_putty,genuine,touchup_no_putty,putty,putty,touchup_no_putty,touchup_no_putty,replaced,touchup_no_putty,replaced,touchup_no_putty,6,2,2,10,1,0,0,17.7,1770000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2023,1,1500,Automatic,Petrol,3000,Rawalpindi,genuine,genuine,touchup_no_putty,putty,genuine,genuine,genuine,putty,genuine,putty,genuine,1,3,0,4,1,0,0,74.85,7485000
Toyota,Corolla,GLi 1.3,2010,14,1300,Manual,Petrol,213992,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.05,1805000
Toyota,Vitz,F 1.0,2020,4,1000,Automatic,Petrol,47138,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,25.25,2525000
Suzuki,Swift (Old),DLX 1.3,2018,6,1300,Manual,Petrol,69347,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.0,1800000
Suzuki,Mehran,VXR,2019,5,800,Manual,Petrol,87181,Islamabad,genuine,genuine,genuine,putty,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,1,0,2,1,0,0,7.7,770000
Honda,City,Aspire 1.5 Prosmatec,2016,8,1500,Automatic,Petrol,106180,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,25.7,2570000
Suzuki,Swift,GLX CVT,2024,0,1200,Automatic,Petrol,7901,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,putty,putty,1,2,0,3,1,0,0,44.1,4410000
Toyota,Prado,TX 2.7,2009,15,2700,Automatic,Petrol,156647,Islamabad,genuine,genuine,genuine,genuine,genuine,putty,putty,genuine,genuine,putty,touchup_no_putty,1,3,0,4,1,0,0,113.85,11385000
Suzuki,Cultus,VXL,2023,1,1000,Manual,Petrol,12518,Lahore,putty,genuine,putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,putty,touchup_no_putty,4,6,0,10,1,0,0,22.7,2270000
Honda,City,1.3 i-VTEC,2009,15,1300,Manual,Petrol,241285,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,13.85,1385000
Hyundai,Tucson,AWD,2023,1,2000,Automatic,Petrol,12807,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,75.85,7585000
Suzuki,Alto,VXR,2022,2,660,Manual,Petrol,28749,Faisalabad,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,22.35,2235000
Hyundai,Elantra,GLS 2.0,2022,2,2000,Automatic,Petrol,20790,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,61.25,6125000
Honda,City,1.3 i-VTEC,2010,14,1300,Manual,Petrol,172597,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,16.0,1600000
Suzuki,Swift (Old),DLX 1.3,2015,9,1300,Manual,Petrol,96841,Gujranwala,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,14.95,1495000
Suzuki,Mehran,VXR,2016,8,800,Manual,Petrol,98747,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,6.75,675000
Toyota,Aqua,Hybrid S,2016,8,1500,Automatic,Hybrid,85518,Lahore,genuine,genuine,putty,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,3,1,0,4,1,0,0,24.25,2425000
Suzuki,Mehran,VXR,2014,10,800,Manual,Petrol,110390,Islamabad,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,1,0,2,1,0,0,5.7,570000
Daihatsu,Mira,ES,2017,7,660,Automatic,Petrol,128594,Karachi,putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,1,2,0,3,1,0,0,16.0,1600000
Honda,City,1.3 i-VTEC,2020,4,1300,Manual,Petrol,60436,Islamabad,putty,genuine,touchup_no_putty,replaced,putty,touchup_no_putty,putty,replaced,putty,putty,touchup_no_putty,3,5,2,10,1,0,0,16.0,1600000
Toyota,Corolla,GLi 1.3,2014,10,1300,Manual,Petrol,110896,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.75,2375000
Toyota,Corolla,Altis Grande 1.8,2018,6,1800,Automatic,Petrol,88316,Rawalpindi,putty,genuine,putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,replaced,touchup_no_putty,putty,3,6,1,10,1,0,0,33.95,3395000
Toyota,Hilux,Revo Rocco,2021,3,2800,Automatic,Diesel,45720,Rawalpindi,replaced,genuine,putty,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,putty,genuine,putty,3,5,1,9,1,0,0,84.15,8415000
Toyota,Hilux,Revo Rocco,2018,6,2800,Automatic,Diesel,86074,Rawalpindi,genuine,genuine,putty,genuine,genuine,putty,genuine,genuine,genuine,putty,genuine,0,3,0,3,1,0,0,101.4,10140000
Honda,Civic,1.8 i-VTEC Oriel (X),2020,4,1800,Automatic,Petrol,51101,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,49.5,4950000
Honda,City,i-DSI 1.3,2006,18,1300,Manual,Petrol,249699,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,8.15,815000
Suzuki,Cultus,VXL,2021,3,1000,Manual,Petrol,36835,Lahore,replaced,putty,replaced,replaced,replaced,putty,putty,replaced,putty,replaced,putty,0,5,6,11,0,1,0,11.45,1145000
Honda,City,1.3 i-VTEC,2017,7,1300,Manual,Petrol,110790,Islamabad,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,22.85,2285000
Toyota,Hilux,Revo Rocco,2023,1,2800,Automatic,Diesel,13448,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,161.15,16115000
Hyundai,Sonata,2.5,2024,0,2500,Automatic,Petrol,2456,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,107.95,10795000
Hyundai,Tucson,AWD,2022,2,2000,Automatic,Petrol,18212,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,73.6,7360000
Honda,City,1.3 i-VTEC,2014,10,1300,Manual,Petrol,127705,Sialkot,genuine,genuine,touchup_no_putty,genuine,putty,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,3,1,0,4,1,0,0,17.2,1720000
Toyota,Corolla,Altis 1.6,2021,3,1600,Automatic,Petrol,62079,Multan,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,51.85,5185000
Suzuki,Alto,VXL AGS,2024,0,660,Automatic,Petrol,7677,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,30.65,3065000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2019,5,2800,Automatic,Diesel,75317,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,138.1,13810000
Suzuki,Cultus,VXL,2024,0,1000,Manual,Petrol,1111,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,37.5,3750000
Daihatsu,Mira,ES,2021,3,660,Automatic,Petrol,59749,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,3,0,0,3,1,0,0,26.7,2670000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2019,5,2800,Automatic,Diesel,47255,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,149.85,14985000
Suzuki,Swift,GLX CVT,2023,1,1200,Automatic,Petrol,22939,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,3,0,0,3,1,0,0,42.9,4290000
KIA,Sportage,FWD,2023,1,2000,Automatic,Petrol,20380,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,68.05,6805000
Toyota,Hilux,Revo Rocco,2024,0,2800,Automatic,Diesel,4274,Multan,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,putty,2,1,0,3,1,0,0,150.15,15015000
Daihatsu,Mira,ES,2014,10,660,Automatic,Petrol,131695,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,17.5,1750000
Suzuki,Cultus (Old),Euro II,2010,14,1000,Manual,Petrol,238834,Islamabad,touchup_no_putty,genuine,touchup_no_putty,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,2,1,0,3,1,0,0,8.0,800000
Suzuki,Bolan,VX Euro II,2010,14,800,Manual,Petrol,231219,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,putty,genuine,0,2,0,2,1,0,0,8.0,800000
Hyundai,Sonata,2.5,2022,2,2500,Automatic,Petrol,16070,Karachi,genuine,genuine,genuine,genuine,putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,79.5,7950000
Honda,City,i-DSI 1.3,2005,19,1300,Manual,Petrol,263499,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,0,1,0,1,1,0,0,8.0,800000
KIA,Sportage,AWD,2024,0,2000,Automatic,Petrol,2638,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,72.4,7240000
Toyota,Prius,1.8 S,2012,12,1800,Automatic,Hybrid,179356,Rawalpindi,genuine,genuine,genuine,putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,putty,2,2,0,4,1,0,0,22.75,2275000
Toyota,Vitz,F 1.0,2013,11,1000,Automatic,Petrol,109775,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,16.95,1695000
Nissan,Dayz,Highway Star,2022,2,660,Automatic,Petrol,37171,Lahore,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,23.85,2385000
Suzuki,Swift,GLX CVT,2022,2,1200,Automatic,Petrol,27751,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,42.35,4235000
Toyota,Corolla,GLi 1.3,2010,14,1300,Manual,Petrol,246305,Peshawar,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,16.8,1680000
Toyota,Corolla,GLi 1.3 Automatic,2017,7,1300,Automatic,Petrol,96567,Rawalpindi,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,putty,putty,0,3,0,3,1,0,0,26.9,2690000
KIA,Sportage,AWD,2021,3,2000,Automatic,Petrol,48029,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,66.45,6645000
Honda,City,i-DSI 1.3,2004,20,1300,Manual,Petrol,222584,Rawalpindi,putty,genuine,genuine,putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,putty,3,6,0,9,1,0,0,8.0,800000
Hyundai,Sonata,2.5,2024,0,2500,Automatic,Petrol,5046,Lahore,genuine,genuine,touchup_no_putty,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,104.1,10410000
